,kanji,hiragana/katakana,persian,english
4355,友人,ゆうじん,دوست صمیمی,
4356,友達,ともだち,دوست,
4357,幽霊,ゆうれい,روح,ghost
4358,悠さん,ゆうさん,آقا یا خانم یو,
4359,有害,ゆうがい,زیان آور,
4360,有効,ゆうこう,اعتبار,
4361,有毒,ゆうどく,سمی,toxic
4362,有名人,ゆうめいじん,فرد معروف,
4363,有利な,ゆうりな,سودمند / با صرفه,
4364,有料,ゆうりょう,پرداخت شده,
4365,有料です,ゆうりょうです,هزینه دارد,
4366,柚子風西,ゆずふうにし,سبک یوزو,
4367,誘い,さそい,دعوت,
4368,誘います,さそいます,دعوت,
4369,誘う,さそう,دعوت,
4370,遊び,あそび,گردش,
4371,遊ぶ,あそぶ,گردش تفریح,
4372,遊園地,ゆうえんち,"سرزمین بازی 
وسایل سوارشدنی داره",
4373,遊牧民,ゆうぼくみん,عشایر,
4374,郵送する,ゆうそう,پست کردن,
4375,郵便為替,ゆうびんがわせ,حواله پستی,
4376,郵便局,ゆうびんきょく,اداره پست,
4377,融合された,ゆうごうされた,"به هم جوش خورده ، متصل شده",fused together
4378,夕刊,ゆうかん,روزنامه عصر,
4379,夕焼け,ゆうやけ,غروب خورشید,sunset
4380,夕食,ゆうしょく,شام,
4381,夕方,ゆうがた,عصر,
4382,予算,よさん,بودجه,
4383,予算の計画,"よさんの
けいかく",برنامه ریزی بودجه,
4384,予想,よそう,انتظار شخصی نسبت به چیزی　,
4385,予測,よそく,پیش بینی,predict
4386,予定,よてい,برنامه,
4387,予定を立てる,よていをたてる,ایجاد یک طرح,
4388,予備,よび,یدکی,
4389,予備校,よびこう,کلاس تقویتی,
4390,予備調査,よびちょうさ,تحقیقات اولیه,preliminary investigation
4391,予報,よほう,پیش بینی,
4392,予防,よぼう,پیشگیری,
4393,予防（する）,よぼう,جلوگیری کردن ,
4394,予防策,よぼうさく,اقدامات پیشگیرانه,Prevention measures
4395,予防的な問題,"よぼうてきな
もんだい",مسائل پیشگیرانه,
4396,予約,よやく,رزرو,reservetion
4397,予約席,よやくせき,صندلی رزرو شده,
4398,余り,あまり,باقیمانده,
4399,余計な,よけいな,"اضافی ، غیر ضروری",
4400,余談,よだん,انحراف,
4401,余裕ある,よゆうある,من توان پرداخت آن را دارم,
4402,余裕がある,よゆうがある,استطاعت داشتن,
4403,与える,あたえる,"دادن ، بخشیدن",
4404,預け入れ,あずけいれ,واریز پول ,
4405,預金通帳,よきんつうちょう,دفترچه حساب سپرده,
4406,幼稚園,ようちえん,مهد کودک,
4407,容器,ようき,ظرف,
4408,容積,ようせき,حجم,
4409,揚げ,あげ,سرخ شده در روغن,
4410,揚げる,あげる,سرخ کردن,
4411,揺れる,ゆれる,لرزش (زمین),
4412,様子,ようす,حالت,appearance
4413,様々な,さまざまな,مختلف,
4414,洋服タオル,ようふくたおる,حوله لباسی,
4415,溶かす,とかす,ذوب شدن,
4416,溶ける,とける,ذوب شدن,
4417,溶岩,ようがん,گدازه,lava
4418,用い,もちい,استفاده کردن,
4419,用意,ようい,تهیه کردن,
4420,用語,ようご,اصطلاح,
4421,用紙,ようし,فرم,form paper
4422,用事,ようじ,کاری برای انجام,
4423,用途,ようと,نحوه استفاده از,
4424,羊,ひつじ,گوسفند,
4425,羊肉,ひつじにく,گوشت گوسفند,
4426,葉の青い,はのあおい,سبزی برگ ها,
4427,葉書,はがき,کارت پستال,
4428,要る,いる,نیاز داشتن,
4429,要件,ようけん,الزامات,
4430,要件定義,ようけんていぎ,تعریف الزامات,
4431,要項,ようこう,الزامات,
4432,要望,ようぼう,درخواست,request
4433,陽気な人,ようきなひと,فرد شاد,
4434,陽性,ようせい,مثبت شدن,positive
4435,養う,やしなう,حمایت غذایی ,provide for
4436,養成校,ようせいこう,آموزشگاه,
4437,養成施設,ようせいしせつ,از مرکز آموزش فارغ التحصیل شدن,
4438,養成施設卒業,"ようせいし
せつそつぎょう",فارغ التحصیلی ازمرکز آموزشی,
4439,抑える,おさえる,سرکوب کردن,
4440,浴びる,あびる,حمام کردن,
4441,浴室,よくしつ,حمام,
4442,翌営業日,よくえいぎょうび,روز کاری بعد,
4443,翌日,よくじつ,روز بعد,
4444,翼,つばさ,بال,wing
4445,来る途中,きたるとちゅう,در راه,
4446,来社面接,らいしゃめんせつ,مصاحبه در محل,
4447,来場する,らいじょうする,بازدید کردن,"attend,come to venue
[for a function]"
4448,頼む,たのむ,درخواست کردن,
4449,頼もしい,たのもしい,قابل اعتماد,
4450,頼る,たよる,تکیه کردن به کسی,
4451,雷が鳴った,かみなりがなった,رعد و برق زد,
4452,絡める,からめる,در هم تنیده,
4453,落ち着き,おちつき,خونسرد,
4454,落ちる,おちる,افتادن,
4455,落ち込む,おちこむ,افسردگی,
4456,落ち着いて,おちついて,آرام بودن,be calm
4457,落ち葉,おちば,برگ افتاده,
4458,落下する,らっかする,سقوط کردن,
4459,落第,らくだい,نمره ناموفق,
4460,乱れた,みだれた,بی نظم,
4461,乱数,らんすう,عدد تصادفی,random number
4462,嵐,あらし,طوفان,storm
4463,欄に,らんに,در ستون,
4464,利益,りえき,سود,
4465,利害,りがい,سود و ضرر,interests and disadvantages
4466,利点,りてん,منفعت,
4467,利用,りよう,استفاده کردن,
4468,利用する,りようする,استفاده کردن,
4469,利用料金,りようりょうきん,هزینه استفاده,
4470,履き替える,はきかえる,تعویض پوشیدنی های کمر به پایین,
4471,履歴,りれき,تاریخچه,
4472,履歴書,りれきしょ,رزومه,
4473,履歴書を書く,りれきしょをかく,رزومه بنویس,
4474,理解する,りかい,درک کردن,
4475,理想的な,りそうてき,ایده آل,
4476,理由,りゆう,دلیل,
4477,裏切る,うらぎる,خیانت کردن,
4478,裏付ける,うらづける,حمایت از صحبت قبلی,
4479,裏返する,うらがえ,زیر و رو کردن,
4480,離れ,はなれ,جدا از هم,
4481,離れている,はれている,جدا شده است,
4482,離れて行く,はなれていく,دور شدن ,
4483,離れる,はなれる,ترک کردن,
4484,離婚します,りこんします,طلاق,
4485,立ち寄る,たちよる,"سرزدن ، توقف کوتاه کردن",drop by
4486,立ち向かう,たちむかう,مواجهه با,
4487,立ち上がる,たちあがる,برخواستن,
4488,立て替える,たてかえる,"به جای من (پرداخت کردن)
جایگزینی",
4489,立夏,りっか,آغاز تابستان,
4490,立秋,りっしゅう,اولین روز پاییز,
4491,立春,りっしゅん,اولین روز بهار,
4492,立場,たちば,موقعیت (شغلی),
4493,立体構造,りったいこうぞう,ساختار سه بعدی,
4494,立地,りっち,محل,
4495,立冬,りっとう,اولین زمستان,
4496,立派な,りっぱな,قابل تحسین,noble
4497,流し台,ながしだい,ظرفشور,
4498,流す,ながす,پاشیدن جاری کردن,
4499,流れ,ながれ,جریان,
4500,流れる,ながれる,"جریان داشتن 
جاری شدن",
4501,流行,りゅうこう,"محبوب شدن ، مد شدن ، همه گیری",
4502,流行っている,はやっている,مد روز است,
4503,流行る,はやる,"شایع شدن 
رایج شدن",
4504,流出する,りゅうしゅつする,نشت کردن,spill
4505,流体,りゅうたい,"سیال ، مایع",
4506,流暢,りゅうちょう,روان (صحبت کردن),
4507,流通,りゅうつう,توزیع و گردش (محصول),
4508,溜める,ためる,انباشتن,
4509,溜め込む,ためこむ,احتکار,
4510,留意事項,りゅういじこう,چیزهایی که باید در نظر داشت,
4511,留学,りゅうがく,تحصیل در خارج,
4512,留学試験,"りゅうがく
しけん","امتحان ورودی
دانشگاه خارجی",
4513,留学生,"りゅうがく
せい",دانش آموز خارجی,
4514,留学生調書,りゅうがくせいちょうしょ,سابقه دانشجویی بین المللی,
4515,留守,るす,غیبت,Absent
4516,留守番,るすばん,در خانه ماندن,
4517,竜巻,たつまき,گردباد,
4518,竜田揚げ たら,たつたあげたら,ماهی کاد سرخ شده تاتسوتا,
4519,旅行,りょこう,سفر,
4520,旅行箱,りょこうばこ,جعبه مسافرتی,
4521,旅立つ,たびだつ,"مسافرت طولانی
رفتن اون دنیا",
4522,虜になる,とりこになる,"شیفته شدن ، اسیر شدن",
4523,了解です。,りょうかいです。,دریافت کردم.,
4524,了承します,りょうしょうします,من میفهمم,
4525,両側,りょうがわ,دو طرف,
4526,両方,りょうほう,هردو,
4527,寮,りょう,خوابگاه,
4528,料金,りょうきん,حقوق,
4529,料金表,りょうきんひょう,لیست قیمت,
4530,料理,りょうり,آشپزی,
4531,料理酒,りょうりしゅ,الکل غذایی,
4532,料理長。 コック長。,りょうりちょう。こっくちょう。,سرآشپز سر آشپز,
4533,良い面,いいめん,طرف خوب,
4534,良かった,よかった,خوب بود,
4535,良心,りょうしん,وجدان,
4536,領域,りょういき,منطقه / زمینه,field
4537,領収書,りょうしゅうしょ,رسید,receipt
4538,領土,りょうど,قلمرو,territory
4539,"臨床心理士
公認心理師","りんしょうしんりし
こうにんしんりし","روانشناس بالینی
روانشناس خبره",
4540,隣,となり,کناری,
4541,隣人,りんじん,همسایه,
4542,涙,なみだ,اشک,
4543,類推する,るいすいする,یک قیاس انجام دهید,
4544,類推見積法,るいすいみつもりほう,روش تخمین قیاسی,
4545,例,れい,تشکر,
4546,例外的,れいがいてき,استثنایی,exception
4547,冷たい目,つめたいめ,"نگاه سرد ، نامطلوب",to look unfavourably on
4548,冷める,さめる,سرد شدن,
4549,冷やす,ひやす,سرد کردن,
4550,冷水機,れいすいき,خنک کننده آب,
4551,冷静な,れいせいな,خونسرد,be cool
4552,冷蔵解凍,れいぞうかいとう,ذوب در یخچال,
4553,冷蔵庫,れいぞうこ,یخچال,
4554,冷蔵保管する,"れいぞう
ほかんする","در یخچال 
نگهداری شود",
4555,冷淡,れいたん,بی عاطفه,
4556,冷凍,れいとう,فریز کردن,
4557,冷房,れいぼう,سرمایش,
4558,励ます,はげます,دلداری دادن,
4559,励みになりました,はげみになりました,دلگرم کننده بود,
4560,礼儀,れいぎ,ادب,polite
4561,礼儀正しい,れいぎただしい,با ادب,
4562,零す,こぼす,ریختن,
4563,零行列,れいぎょうれつ,ماتریس صفر,
4564,暦,こよみ,تقویم,
4565,歴史,れきし,تاریخ,
4566,列,れつ,ستون,
4567,列車,れっしゃ,قطار - تعلیم دادن,
4568,列島,れっとう,مجمع الجزایر,
4569,廉正,れんせい,راست بودن,
4570,恋,こい,عشق,
4571,恋しい,こいしい,عاشق,
4572,恋愛,れんあい,رابطه عاشقانه,
4573,恋愛中,れんあいちゅう,عاشق,
4574,恋人,こいびと,عاشق,
4575,練習する,れんしゅう,تمرین,
4576,練習試合,れんしゅうじあい,مسابقه تمرینی,
4577,練馬区役所,ねりまくやくしょ,دفتر نریما بخش,
4578,連なる,つらなる,ادامه دارد,
4579,連れ,つれ,همراه و همدم,
4580,連休,れんきゅう,تعطیلات متوالی,
4581,連想配列,れんそうはいれつ,آرایه انجمنی,
4582,連続,れんぞく,مداوم,
4583,連続,れんぞく,"به طور مداوم ، متوالی",
4584,連帯保証人個人,れんたいほしょうにんこじん,ضامن شخصی,
4585,連絡,れんらく,تماس گرفتن,
4586,連絡先,れんらくさき,آدرس تماس,
4587,連立,れんりつ,همزمان,
4588,労働基準法,ろうどうきじゅんほう,قانون استانداردهای کار,
4589,労働条件確認書,ろうどうじょうけんかくにんしょ,تایید شرایط کار,
4590,老若男女,ろうにゃくなんにょ,جوان و پیر,
4591,蝋燭,ろうそく,شمع,
4592,論じる,ろんじる,بحث,
4593,論争,ろんそう,جر و بحث,
4594,論文の,ろんぶんの,پایان نامه,
4595,論理,ろんり,منطق,
4596,論理的,ろんりてき,منطقی,
4597,和える,あえる,همزدن,
4598,和やかな人,なごやかなひと,فرد صلح طلب,
4599,和室,わしつ,اتاق به سبک ژاپنی,
4600,和文化,わぶんか,فرهنگ ژاپنی,
4601,話し合う,はなしあう,بحث و گفتگو,
4602,話し手,はなして,گوینده,
4603,話す,はなす,صحبت کردن,
4604,歪み,ゆがみ,"اعوجاج ، خمیدگی",
4605,賄い料理,まかないりょうり,وعده غذایی,
4606,惑星,わくせい,سیارات,planets
4607,枠,わく,چهارچوب,
4608,枠組,わくぐみ,چارچوب,framework
4609,枠組み,わくぐみ,چارچوب,
4610,詫びる,わびる,عذر خواهی کردن,
4611,腕,うで,بازو,
4612,腕を組む,うでをくむ,به بازوش قلاب کن,
4613,腕立て伏せをする,うでたてふせをする,شنا رفتن,
4614,侘びる,わびる,نگران بودن,
4615,俯く,うつむく,"سرت و پایین بندازی
از خجالت",
4616,做し,とおるし,فکر کردم,
4617,刹那の,せつなの,انی,
4618,嗅覚,きゅうかく,حس بویایی,
4619,嘴,くちばし,منقار,
4620,囁く,ささやく,زمزمه کردن,
